tweet_id	tweet	gold_label	emotion	split
@gingermckchav @MichCorsilles @ArevaMartin @HarvardBLSA @ShareblueMedia Apparently nothing like the terror cops have of black people.	fear	0.729	fear	test
Editing a father of the bride speech. At 3 minutes in she tells him to wrap it up. He goes on for 12 more minutes. #nightmare	fear	0.667	fear	test
Editing a father of the bride speech. At 3 minutes in she tells him to wrap it up. He goes on for 12 more minutes. 	fear	0.208	fear	test
On the last episode of #MakingAMurderer poor Brendan glad they #appeal it #shocking #crime #documentary #reallife	fear	0.5	fear	test
On the last episode of #MakingAMurderer poor Brendan glad they #appeal it  #crime #documentary #reallife	fear	0.292	fear	test
She is someone who rolls persuasion under intimidate and awkwardly wins. ALL THE TIME.' @sourfruitjunkie on @JakiDash.	fear	0.542	fear	test
You shake like that?	fear	0.292	fear	test
My wedding is in two weeks and I'm actually really nervous. I just want things to go right, I don't want to get sick or get canceled ;;	fear	0.833	fear	test
Virtually every statement by other countries at UN has referred to #terror as main threat to peace, #Pak still in denial: MEA.	fear	0.646	fear	test
@Phin_MacCool Thatâs shocking	fear	0.646	fear	test
@FaithHill I remember it well #happy  #Positive	fear	0.25	fear	test
@FaithHill I remember it well #happy #afraid #Positive	fear	0.167	fear	test
@pronounced_ing However I am pretty sure my over excitement did not help your bullet journal fright. ð	fear	0.5	fear	test
Don't be #afraid of the space between your #dreams and #reality. If you can #dream it, you can #make it so	fear	0.25	fear	test
#picoftheday : How...why... Really... !!\n #funny #picoftheday #lol #random #laugh #chair #of  #funnypics #virgin #cafe #i...	fear	0.104	fear	test
And it's hard to dance with a devil on your back\nSo shake him off.	fear	0.417	fear	test
@Justin_Gau @JamesMelville You certainly wouldn't catch me with the multitude. #ghastly	fear	0.417	fear	test
@Justin_Gau @JamesMelville You certainly wouldn't catch me with the multitude. 	fear	0.375	fear	test
â¤ï¸I... I can't! I'm scared! Bees terrify me.	fear	0.917	fear	test
@wowairsupport it world be great if the live support was actually helpful #nightmare	fear	0.583	fear	test
@wowairsupport it world be great if the live support was actually helpful 	fear	0.25	fear	test
Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness. Oprah Winfrey	fear	0.167	fear	test
@GambieRanger @David__Osland which is why a leader who is encouraging his supporters to deselect is such a concern for many of us.	fear	0.547	fear	test
@imtarakate Uggh that's really horrible. You're not a bad person by any stretch of the imagination. I hope this person realizes that.	fear	0.562	fear	test
My life is going downhill at an alarming rate	fear	0.771	fear	test
If u know anything about football help me out here, who should I start	fear	0.292	fear	test
Don't understand reason for #Muslim countries citing #terrorism as reason for not taking #refugees. Aren't #terror attacks against infidels?	fear	0.75	fear	test
Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad #shocking	fear	0.75	fear	test
Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad 	fear	0.562	fear	test
MSM stoking #fear. Please remember the beautiful prayerful protests in Dallas and Atlanta. Smile at a stranger. We make each other strong.	fear	0.562	fear	test
@nytimes I'm trying to imagine the first response of a President Trump to an act of terror. The thought itself terrorizes me.	fear	0.854	fear	test
@City_tv  is like the big bully in class ruining everyone's lunch but instead of taking our lunch money they took away family feud #bully	fear	0.646	fear	test
@City_tv  is like the big bully in class ruining everyone's lunch but instead of taking our lunch money they took away family feud 	fear	0.5	fear	test
That rocky horror remake looks a bit w a n k	fear	0.229	fear	test
I wonder if Corey will vote for Nicole?? #snacole #bb18 #paulsgonnawin #finale #halfamill #nervous	fear	0.542	fear	test
I wonder if Corey will vote for Nicole?? #snacole #bb18 #paulsgonnawin #finale #halfamill 	fear	0.229	fear	test
@wittyneeraj What is Shehla Rashid &amp; Kaniyah Kumar saying about you ? and when they say truth indians threaten them. #FakeDemocracy	fear	0.646	fear	test
@escotony sorry to hear about your experience, however, please do not hesitate to contact us via live chat or email at askdysonUS@dyson.com	fear	0.25	fear	test
@jdwmaguire 'They will be a formidable challenge' Roy Hodgson on Northampton Town *shudders*	fear	0.452	fear	test
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do #dread	fear	0.65	fear	test
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do 	fear	0.553	fear	test
@TweetinderKaul @rupasubramanya @chandanwriter @TheQuint @ShivAroor future convicts rush in where TRP hogs fear to tread #HomilyHour	fear	0.417	fear	test
I'm sorry but since when is an #indiegames #DLC worth nearly Â£130 that's just plain lunacy when the game itself is Â£20odd, #astounded ð±	fear	0.479	fear	test
@GambinoDeeJay @Linda76Graham @mikeeshy \n\nAnd also, trying to find it on Youtube is a fucking nightmare.	fear	0.542	fear	test
Noooooo @GBBOUK without #MaryBerry will be #awful #endofanera going 2b so #lost @Channel4 have bought a #lameduck there #notallaboutthemoney	fear	0.6	fear	test
@LucidHurricane_ wait, you mean he wasn't armed with a book? #shocking	fear	0.398	fear	test
@LucidHurricane_ wait, you mean he wasn't armed with a book? 	fear	0.312	fear	test
I realized that it is not #death that I #fear but it is the act of dying. \n#life	fear	0.771	fear	test
@AlZeidenfeld @DavisMattek @FI_GPP_Quotes @LoughyFI @FantasyInsiders terrible handle, but I owe whoever runs it a lot. #GPPHallMonitor	fear	0.406	fear	test
Mom you remember when Narley died? You cried like a baby! #bully	fear	0.458	fear	test
Mom you remember when Narley died? You cried like a baby! 	fear	0.438	fear	test
@CornflakeDaddy @youngvulgarian Yeah, it was sooo horrific, I needed to sit down	fear	0.792	fear	test
#TerrorStatePak @sardesairajdeep Pakistan invitadated 4 times in India and why we worry to invade our own land #PoK?  Which is disputed.	fear	0.604	fear	test
This white lady just told me that I incite suspicion based on how I look, being 6'4', having tatoos, athletic build and wear a durag. WOW!	fear	0.537	fear	test
ð - youre one of those whod bully me omg but it was all banter and we could laugh at it later haha. Youre a nice guy x	fear	0.188	fear	test
-normal people scare me*	fear	0.708	fear	test
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my lifeâ¼ï¸ 	fear	0.875	fear	test
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my lifeâ¼ï¸ #fearful	fear	0.833	fear	test
Happy birthday to Stephen King, a man responsible for some of the best horror of the past 40 years... and a whole bunch of the worst.	fear	0.125	fear	test
Last night my stomach was hurting and today I have a horrible headache. I can never win	fear	0.729	fear	test
@Amphabio don't kill it bees are dying at an alarming rate	fear	0.583	fear	test
@HotRodArchie @qadkins79 I have noticed since #HillarysHeath has become an issue the left is going full panic mode. #NTAC	fear	0.688	fear	test
@MoviesTVNetwork Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! #awful	fear	0.458	fear	test
@MoviesTVNetwork Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! 	fear	0.25	fear	test
Caballero is shocking	fear	0.479	fear	test
Ffs dreadful defending	fear	0.479	fear	test
The #secret to all of every industry: just #start doing it...somehow people forget that they never gave you #permission.' - @thomaslennon	fear	0.271	fear	test
@AaronRodgers12 You will tell people not to  panic. But let see when was the last year the best QB in the NFL got his team in the SB???	fear	0.375	fear	test
@BBCwaste I would imagine he'd shake them up a tad... @afneil	fear	0.417	fear	test
@blessspalding awe isa love u hoe thanks	fear	0.208	fear	test
#Pakistan is âterrorist stateâ, carries out #war crimes: #India to @UN.\n#UNGA #terrorism #UN	fear	0.667	fear	test
#Pakistan is âterrorist stateâ, carries out #war crimes: #India to @UN.\n #UNGA  #UN	fear	0.667	fear	test
to shake and my mouth was chattering and I couldn't take right because all of my body was trembling so I went outside	fear	0.812	fear	test
Chart music is pretty much ALL the same.. #horrific	fear	0.375	fear	test
Chart music is pretty much ALL the same.. 	fear	0.125	fear	test
@Cernovich It's like the horror movie The Hills Have Eyes...	fear	0.521	fear	test
just looked at wood's goal again and i dont think his first chance is that bad a miss, horrible height hit hard and level,did well to hit it	fear	0.625	fear	test
@SimplyMayaMarie @STILLStanding_B ððð y'all know I'm crazy its just shocking that's all	fear	0.521	fear	test
Loving @challengesophie @TEDx talk #challenge #fear #map #inspiration #stayunstoppable	fear	0.351	fear	test
Loving @challengesophie @TEDx talk #challenge  #map #inspiration #stayunstoppable	fear	0.25	fear	test
@tomsteinfort expected i thought #fear	fear	0.639	fear	test
@tomsteinfort expected i thought 	fear	0.213	fear	test
I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(	fear	0.479	fear	test
@NigeriainfoFM #start football league, I think we should talk about the managers way of selection	fear	0.292	fear	test
Realized I intimidate people with low Self Esteem a long time ago. I only surround myself with Winners and people who know how to get money	fear	0.125	fear	test
Marcus Roho is dreadful	fear	0.458	fear	test
#travelfail #virgin #virginaus and #etihad #nightmare ... And now we're also delayed. #obvs ðð 	fear	0.438	fear	test
@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me ð¨ð¨ð¨ #excited #afraid	fear	0.667	fear	test
@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me ð¨ð¨ð¨ #excited 	fear	0.25	fear	test
I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. 	fear	0.396	fear	test
I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. #terrible	fear	0.333	fear	test
@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far #shocking. #venkysout	fear	0.458	fear	test
@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far . #venkysout	fear	0.333	fear	test
happiness is... not having to set the alarm clock for the next day	fear	0.208	fear	test
#Afghanistan Vice President Sarwar Danish slams #Pakistan for breeding #terrorism during UNGA address\n@UN #USA	fear	0.583	fear	test
@eliroth ya know I love ya man, but #TheGreenInferno really fucked with my head....(giggle)..do it again.#epic #horror #ineedtherapy	fear	0.542	fear	test
I'm ready for October. Cooler weather and more #horror flicks on TV.	fear	0.167	fear	test
@CGasparino Give it up Gas, I don't hate u, I just don't respect ur rudeness. #bully	fear	0.479	fear	test
@CGasparino Give it up Gas, I don't hate u, I just don't respect ur rudeness. 	fear	0.333	fear	test
@joshgad My three year old asked me if Trump was a bad man, like a bully. After saying yes he's a bully, my son said mute him. We did!	fear	0.396	fear	test
@priorJoan @MizQue \nActually pretty typical of trump supporters\nThis kid learned birtherism in school\nThat's horrific	fear	0.583	fear	test
We Are Source!!\n\n #mindset #philosophy #thoughtsbecomethings #news #lifehacks  #you #LIFE #PleaseRT #ProblemSolving	fear	0.271	fear	test
am actual stranded at ma dad's maself n the fuckin fire alarm went off n a dunno if it's just for his gaff or the whole building :)	fear	0.542	fear	test
Most snapchat filters look terrible when you have glasses on	fear	0.25	fear	test
All I ever wanted was a chance. I'm so psyched to start this new chapter! #newbeginnings #timetoprovemyself #morethanready	fear	0.25	fear	test
@caseycdutch @m_rath that's what some rioters are doing #terrorism	fear	0.667	fear	test
@caseycdutch @m_rath that's what some rioters are doing 	fear	0.469	fear	test
@cresbots dw I think cheeks are the most attractive thing in guys too it's terrible tbh	fear	0.375	fear	test
Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! #panic #murraymcdavid #whisky #drams	fear	0.542	fear	test
Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival!  #murraymcdavid #whisky #drams	fear	0.375	fear	test
@ScmCIafIin 'Don't you know how nervous I was to see you?'	fear	0.771	fear	test
@SeanLTheWriter Agree 100%... B. Marshall another concern... would much rather he rested this game...	fear	0.333	fear	test
@ClaretNBlues forest gate u could see he was a bully cunt big bald cunt his mates looked in shock when I hit him and didn't do shit when he	fear	0.479	fear	test
@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #shudder #comicsans	fear	0.562	fear	test
@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #comicsans	fear	0.333	fear	test
@EmilySmissaert @navinrmal it's a shocking revelation!!!!	fear	0.479	fear	test
@BenjySarlin @MargieOmero @MonmouthPoll not to worry, he'll flip Wisconsin	fear	0.246	fear	test
@TheJonFedor @abdophoto My main hesitation to going to the Plus size. But if Apple can get the Plus to the 6 size, think of the ASP jump	fear	0.438	fear	test
Shriekfest is lining up VOLUNTEERS! Oct 6-9, only serious inquiries please!  shriekfest@aol.com  see free films! 	fear	0.25	fear	test
@PridefulSamurai horrible things	fear	0.73	fear	test
ð back to school aka back to social anxiety ð	fear	0.771	fear	test
@gmbremer is his shoulder a legit concern? 'Expects to play' isn't reassuring 2 games into the season after having shoulder problems.	fear	0.438	fear	test
@ryleycathryn @Mack_Shepp did you discover the alarming rate at which bees are dying and how important they are to our way of life?	fear	0.646	fear	test
haww I think Nawaz should have spoken about Indian funding to BLA in Balochistan, Kulbhoshan Yadhav and how India used TTP for terror!	fear	0.562	fear	test
@sethwieck you should do a TED Talk on 'bubledygook'! I'm sure you could convince the masses to distrust those decrying TED Talks!	fear	0.396	fear	test
US lady in foyer - 'Am I not #afraid to be tweeting in #Moscow?' Fortified by d good #Lord &amp; #JD I reply 'I fear no Russian. 'cept my #wifeð	fear	0.396	fear	test
@makemytripcare but what I am doing is in my control, #AvoidMMT , you guys are #terrible	fear	0.5	fear	test
@makemytripcare but what I am doing is in my control, #AvoidMMT , you guys are 	fear	0.438	fear	test
me: loves being the center of attention in every way\nalso me: gets nervous to talk in front of class	fear	0.646	fear	test
Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! #restless	fear	0.646	fear	test
Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! 	fear	0.604	fear	test
@MLB @JoeyBats19 Sam Dyson is probably having flashbacks right about now. #nightmare	fear	0.521	fear	test
@MLB @JoeyBats19 Sam Dyson is probably having flashbacks right about now. 	fear	0.375	fear	test
It's a Moving Day! #stress #panic #hope	fear	0.75	fear	test
It's a Moving Day! #stress  #hope	fear	0.604	fear	test
@JordanChariton If that doesn't out Dem's in panic mode then I don't know what will...	fear	0.562	fear	test
Go away please ... I'm begging Â»Â»Â» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench	fear	0.875	fear	test
@warrensarahh @CjKiid awe, miss y'all too!:)	fear	0.146	fear	test
@Mista_Nightmare i dont understand why u do videos every week spend time with your family instead of working on horror #takeabreak	fear	0.542	fear	test
It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? 	fear	0.675	fear	test
It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair	fear	0.667	fear	test
@BBTooms This is perfect example of why what paul said about her, was right.  One of the most ignorant competitors ive seen. #bully #c$%t	fear	0.583	fear	test
@OddNMacabre One day I'm drinking a bottle of nyquil, the other I'm sleeping zero. My lovely #horror fam, which should i watch? ð©	fear	0.438	fear	test
Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter #shocking	fear	0.629	fear	test
Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter 	fear	0.375	fear	test
Omg I actually thought she was going to jump. #bully #SouthPark20 #southpark	fear	0.729	fear	test
Omg I actually thought she was going to jump.  #SouthPark20 #southpark	fear	0.438	fear	test
@ETimsNet I wanted him dropped a while ago. Its a concern for us no doubt	fear	0.5	fear	test
T minus 10 hours till I meet with a designer who wants me to model his new fashion line ð¬ð¶ #nervous!!!	fear	0.833	fear	test
T minus 10 hours till I meet with a designer who wants me to model his new fashion line ð¬ð¶ !!!	fear	0.667	fear	test
Val having a nervous breakdown #floss #GBBO	fear	0.688	fear	test
@lilpeachbbyy dude dead ass she said if she came she'd start shit with Amy &amp; literally Amy didn't do anything but cal her out on her BS	fear	0.438	fear	test
I need to learn to be in one place at one time and try not to worry about everything all at once	fear	0.625	fear	test
@Roger_Dagenham Aye. There's a brief window in both morning and afternoon otherwise just horrific until late evening.	fear	0.566	fear	test
Never fear the want of business. A man who qualifies himself well for his calling, never fails of employment.	fear	0.312	fear	test
Mary Berry and her reign of terror	fear	0.688	fear	test
*in the car with mariah, the bass is literally shaking the windows, hard rap blasting, no one is talking, looking straight ahead*	fear	0.375	fear	test
He accusd India of HR violations in Kashmir BUT refusd to name India's role in fomenting terror in Pakistan through TTP, BLA &amp; MQM.shame #ZH	fear	0.625	fear	test
@HillaryClinton Americans for HRC! Now maybe, as you see the world getting rid of terror to save their countries you'll get the  DEMS out.	fear	0.604	fear	test
If a cop is going to pull a gun on you for no reason at all and threaten you, you should be able to merk his ass and walk away.	fear	0.542	fear	test
@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing. #unhappy #mean #troubled #vile 	fear	0.542	fear	test
I forgot #BB18 was on tonight ð³ that is how much the real world has been distracting me #horrid ðð¼ðð	fear	0.625	fear	test
@Ganypede I notice that nice people believe in a nice god and horrid people believe in a horrid god who happens to hate everybody they hate.	fear	0.355	fear	test
Michael Carrick should start every game for United and England	fear	0.146	fear	test
@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter #bully #bbcnews #skynews	fear	0.479	fear	test
@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter  #bbcnews #skynews	fear	0.479	fear	test
@amychozick @jswatz Not a word about terrorism.	fear	0.396	fear	test
i had a panic attack the other night because i thought my mum was out but she was actually downstairs and she started bashing around hrjdjd	fear	0.811	fear	test
@TheOneSoleShoe You're doing a terrible job exemplifying the values you espouse. Yesterday you lamented losing a generation of voters...	fear	0.562	fear	test
Arguing with these people doesn't work anyway, they just threaten to put you in death camps.	fear	0.625	fear	test
@wrexham I've joined holidog, paw shake and tailster and have one regular customer I just love it ððhaha @EmilyHD26 @ellshd	fear	0.208	fear	test
Will you #dedicate today to #love or #fear ? It is your #choice in each #moment . - Archangel Michael. #archangel #michael	fear	0.542	fear	test
Machine keeps beeping* \nNurse: Don't worry. You're all good. Vitals are normal for your size. \n*Walks back out* \nMatt: so you're dying....ðð	fear	0.458	fear	test
Has anyone else had a bad experience with Poundstretcher? #nightmare firm	fear	0.708	fear	test
Embarrassing lack of defensive depth coming back to haunt us.	fear	0.562	fear	test
@Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @MikeConnelly9 average 22000 for the massif... #shocking	fear	0.521	fear	test
@Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @MikeConnelly9 average 22000 for the massif... 	fear	0.271	fear	test
When @idinamenzel says she's releasing more #IdinaParty tickets and you set an alarm to not miss it... #fingerscrossed #Idina.	fear	0.409	fear	test
As #life gets longer, #awful feels #softer, well it #feels pretty soft to me. #modestmouse @modestmouseband	fear	0.554	fear	test
@AzyraiZelo I am shy xD	fear	0.417	fear	test
Wow what a thought!  #JudgeLynnToler 'I can't have the specter of this morning's problem haunt my afternoon.' Well written! That 1 sentence	fear	0.333	fear	test
@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #prÃ©jugÃ©s #intolÃ©rance #personnalitÃ©Autoritaire #intimidation	fear	0.422	fear	test
@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #prÃ©jugÃ©s #intolÃ©rance #personnalitÃ©Autoritaire 	fear	0.417	fear	test
@wholegrainne Sweden win + Finland win, or NA win + Finland win, NA win + Russia win + timebreakers shake down right	fear	0.312	fear	test
Radio shake mutli directional mike it might sound cheap but the sound wasn't that bad and you could do some mixing.	fear	0.229	fear	test
.@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! #shocking	fear	0.458	fear	test
.@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! 	fear	0.375	fear	test
Gosh #anxiety attacks turning into #Panic attacks are fucking ugly ....	fear	0.833	fear	test
i am SO anxious all the time leaving the house is horrid	fear	0.854	fear	test
I always dread Wednesday's and the always end up making me the happiest	fear	0.521	fear	test
I have serious separation anxiety ð­ð­ð	fear	0.833	fear	test
On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner #terrible	fear	0.318	fear	test
On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner 	fear	0.25	fear	test
#Peiyophobilia :) An advice from @anirudhofficial don't fear for #Devil! Sure shotâ @iam_str voice more energetic.Xtremly foot tapping one ð	fear	0.292	fear	test
@MoonPendent13 One of my friends has a fear of mirrors because he tried to summon Bloody Mary, and he thinks she's going to pop up any time!	fear	0.542	fear	test
I'm not afraid to love, I'm afraid of not being loved back.	fear	0.812	fear	test
@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.	fear	0.375	fear	test
tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...	fear	0.779	fear	test
@loismackey_ @Dory nah way that's horrible	fear	0.562	fear	test
I need to think of a new Avatar for Fire Emblem Revelation as I might start playing it soon, any ideas for names? What gender do I choose	fear	0.271	fear	test
I am going to make it my life's mission to discourage anyone from using @CapitalOne. They will rob you blind	fear	0.375	fear	test
I have a fear of failure but no urge to be productive	fear	0.667	fear	test
@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible	fear	0.438	fear	test
Another day Another flight ð  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet #horrific #alwaysdelayed	fear	0.646	fear	test
Another day Another flight ð  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet  #alwaysdelayed	fear	0.521	fear	test
Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do ð³ 	fear	0.708	fear	test
Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do ð³ #terrible	fear	0.5	fear	test
Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont #worry #be #happy	fear	0.271	fear	test
Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont  #be #happy	fear	0.164	fear	test
#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness	fear	0.395	fear	test
@cazzrhughes its reflective of the current political debate #awful	fear	0.508	fear	test
@cazzrhughes its reflective of the current political debate 	fear	0.325	fear	test
And they cover these police shootings fairly well they dont want to miss a chance to bully you	fear	0.792	fear	test
@JoyOfBearding The Haunting is my favorite horror movie too! Actually one of my favorite movies of all time no matter the genre.	fear	0.146	fear	test
@MannersAboveAll *laughs louder this time, shaking my head* That was really cheesy, wasn't it?	fear	0.083	fear	test
.@morningmika &amp; her @HillaryClinton Super PAC @Morning_Joe @MSNBC in full #panic mode over @realDonaldTrump #momentum!\n\n#TrumpPence16 #MAGA	fear	0.723	fear	test
Hey @gmail why can I only see 15 sent emails? Where's the thousands gone?  #panic	fear	0.833	fear	test
Hey @gmail why can I only see 15 sent emails? Where's the thousands gone? 	fear	0.375	fear	test
Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain	fear	0.88	fear	test
Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain  #depression #pain	fear	0.814	fear	test
That defending was awful from us!	fear	0.375	fear	test
@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me 	fear	0.521	fear	test
@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me #terrible	fear	0.48	fear	test
âªOLD FISH  #discourage	fear	0.26	fear	test
âªOLD FISH 	fear	0.07	fear	test
@JonRiley7 #VoteYourConscience or succumb to #fear? 'He is #scary, he is #dangerous!' -@HillaryClinton's #alarmist #PATRIOTACT platform.	fear	0.667	fear	test
Huge congrats to my friends at @VoidMovie on the #USAPREMIERE tomorrow! #film #horror #thevoid #featurefilm #scaryshit	fear	0.292	fear	test
Huge congrats to my friends at @VoidMovie on the #USAPREMIERE tomorrow! #film  #thevoid #featurefilm #scaryshit	fear	0.271	fear	test
The time has now come that we have to combat this wave of #terrorism with the right tools of the trade. - HH @YounusAlGohar #BanWahhabism	fear	0.588	fear	test
#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF.	fear	0.854	fear	test
I really wanna take advantage of UofW's gym but i'm shy af.	fear	0.625	fear	test
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings #shy	fear	0.583	fear	test
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings 	fear	0.353	fear	test
Proud of you for overcoming your fear of deep water @ShawnMendes	fear	0.292	fear	test
tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? #shocking	fear	0.516	fear	test
tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? 	fear	0.375	fear	test
Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!	fear	0.188	fear	test
I'm so confused by the new American horror story ð©	fear	0.521	fear	test
@Jpennifan OH sorry for your divorce but don't worry I will be a good wife then (no reference)	fear	0.319	fear	test
@indiamarshall_ that's great! It's not easy!\n&amp; it's amazing when nervousness turns into adrenaline ð\nHad you had concerts as soloist before?	fear	0.479	fear	test
I think I may have a mild anxiety problem. I think that's what this feeling may be..	fear	0.854	fear	test
@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #Election2016	fear	0.354	fear	test
@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #terrible #Election2016	fear	0.354	fear	test
I never let anything below me concern me.	fear	0.229	fear	test
@Koishiteruze she was scare not knowing what to do	fear	0.708	fear	test
@TheFienPrint So true &amp; well said. It seems ve old fashioned looking back on it. I liked Robbie on TV. Not loving all these movies #aghast!	fear	0.521	fear	test
@TheFienPrint So true &amp; well said. It seems ve old fashioned looking back on it. I liked Robbie on TV. Not loving all these movies !	fear	0.333	fear	test
@The_East_End And the air raid alarm was actually false.  There was no attack inbound at the time.	fear	0.438	fear	test
I'm in awe	fear	0.271	fear	test
The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.	fear	0.646	fear	test
So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit	fear	0.388	fear	test
@OpheliaMCFLY_GD yes!! Once I'm done with people I'm really done.... lying to me is the worse thing someone can do I'm a nightmare ð	fear	0.479	fear	test
That was a fast response madrid.....Zidane threaten unuh	fear	0.396	fear	test
@joeyskawaii i know i don't know u, but physiatrists are seriously the number one best thing for people with anxiety.	fear	0.521	fear	test
So I just opened This message Brooke sent me got me I am weak as the fuck ð© she is a fucking bully for no reason ððððð­ð	fear	0.688	fear	test
Let's refuse to live in #fear - #sotoventures	fear	0.354	fear	test
If her legs aren't shaking, you're not doing it right.	fear	0.375	fear	test
If children live with #ridicule, they learn to feel 	fear	0.542	fear	test
If children live with #ridicule, they learn to feel #shy	fear	0.479	fear	test
i have so much hair it's a nightmare but it's also very soft so it guess it's a win-lose situation	fear	0.312	fear	test
@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun	fear	0.46	fear	test
@keyshamackie it's fucking dreadful for live footy matches	fear	0.509	fear	test
I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack	fear	0.561	fear	test
If you follow #Trump, a certified #bully there is no question you or your children may go to #War vs consumate #Diplomat @HillaryClinton	fear	0.523	fear	test
@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe ðð» 	fear	0.938	fear	test
@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe ðð» #terror	fear	0.854	fear	test
